"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-14","skipped","","","TC-4: Восстановление пароля","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-4: Восстановление пароля","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-1: Работа с поиском","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Чекбокс ""Запомнить меня"" работает корректно","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-1: Работа с поиском","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-4: Восстановление пароля","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-13","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-4: Восстановление пароля","",""
"","","Можно открыть первую статью из списка","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-13","skipped","","","","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","22529","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-14","passed","2025-12-14","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-5: Интеграционные тесты","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-14","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-5: Интеграционные тесты","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-1: Работа с поиском","",""
"","","Можно перейти на страницу регистрации","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-13","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Async/await should work","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Можно открыть первую статью","Habr.com - Тестирование функционала статей","2025-12-12","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Заголовки статей отображаются корректно","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-4: Восстановление пароля","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-5: Интеграционные тесты","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Чекбокс соглашения обязателен","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-4: Восстановление пароля","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Главная страница загружается корректно","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-14","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-12","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","19443","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-13","broken","2025-12-13","","TC-2: Валидация формы регистрации","",""
"","","Async/await should work","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-14","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-13","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-5: Интеграционные тесты","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Фильтрация статей по времени","Habr.com - Тестирование функционала статей","2025-12-11","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Список статей загружается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Нельзя зарегистрироваться с уже существующим email","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-5: Интеграционные тесты","",""
"","","Навигация в раздел ""marketing"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Кнопка входа отображается на главной странице","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Переключение видимости пароля работает","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","TypeScript should compile correctly","TypeScript configuration test","2025-12-12","skipped","","","","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Валидация на стороне клиента работает","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Поиск по запросу ""TypeScript"" возвращает результаты","Habr.com - Тестирование функционала статей","2025-12-10","skipped","","","TC-1: Работа с поиском","",""
"","17541","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-14","passed","2025-12-14","","TC-3: Сортировка и фильтрация","",""
"","","Все поля формы регистрации присутствуют","Habr.com - Детальное тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы регистрации","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Async/await should work","TypeScript configuration test","2025-12-11","skipped","","","","",""
"","","Можно перейти на страницу входа","Habr.com - Тестирование авторизации","2025-12-11","skipped","","","TC-1: Доступность форм авторизации","",""
"","","Можно открыть первую статью","Habr.com - Тестирование функционала статей","2025-12-13","skipped","","","TC-2: Открытие и чтение статей","",""
"","","Логотип Habr отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""design"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""management"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Валидация пустых полей формы входа","Habr.com - Тестирование авторизации","2025-12-10","skipped","","","TC-2: Валидация формы авторизации","",""
"","","Кнопка входа отображается","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-11","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""admin"" работает","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Async/await should work","TypeScript configuration test","2025-12-10","skipped","","","","",""
"","","Статьи содержат основные элементы","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-2: Проверка контента на главной странице","",""
"","","Можно перейти на форму восстановления пароля","Habr.com - Детальное тестирование авторизации","2025-12-11","skipped","","","TC-4: Восстановление пароля","",""
"","","Сортировка статей по рейтингу","Habr.com - Тестирование функционала статей","2025-12-13","skipped","","","TC-3: Сортировка и фильтрация","",""
"","","Навигационное меню отображается","Habr.com - Smoke Tests","2025-12-10","skipped","","","TC-1: Проверка загрузки и видимости основных элементов","",""
"","","Форма входа содержит все необходимые элементы","Habr.com - Детальное тестирование авторизации","2025-12-14","skipped","","","TC-1: Детальная проверка формы входа","",""
"","","Поиск статьи по ключевому слову ""питон""","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Навигация в раздел ""development"" работает","Habr.com - Smoke Tests","2025-12-12","skipped","","","TC-3: Проверка навигации по разделам","",""
"","","Вход с неверными данными показывает ошибку","Habr.com - Детальное тестирование авторизации","2025-12-12","skipped","","","TC-1: Детальная проверка формы входа","",""
